"","x$Date","x$Hour","WSEmax","VOLUME","lag","vol_chg","inflow"
"1",2017-11-06,13,121.89,11284.0478878021,NA,NA,NA
"2",2017-11-06,14,121.9,11523.4896144867,11284.0478878021,239.44172668457,0.066511590745714
"3",2017-11-06,15,121.89,11284.0478878021,11523.4896144867,-239.44172668457,0
"4",2017-11-06,16,121.89,11284.0478878021,11284.0478878021,0,0
"5",2017-11-06,17,121.89,11284.0478878021,11284.0478878021,0,0
"6",2017-11-06,18,121.89,11284.0478878021,11284.0478878021,0,0
"7",2017-11-06,19,121.89,11284.0478878021,11284.0478878021,0,0
"8",2017-11-06,20,121.89,11284.0478878021,11284.0478878021,0,0
"9",2017-11-06,21,121.89,11284.0478878021,11284.0478878021,0,0
"10",2017-11-06,22,121.89,11284.0478878021,11284.0478878021,0,0
"11",2017-11-06,23,121.89,11284.0478878021,11284.0478878021,0,0
"12",2017-11-07,0,121.89,11284.0478878021,11284.0478878021,0,0
"13",2017-11-07,1,121.89,11284.0478878021,11284.0478878021,0,0
"14",2017-11-07,2,121.89,11284.0478878021,11284.0478878021,0,0
"15",2017-11-07,3,121.89,11284.0478878021,11284.0478878021,0,0
"16",2017-11-07,4,121.9,11523.4896144867,11284.0478878021,239.44172668457,0.066511590745714
"17",2017-11-07,5,121.89,11284.0478878021,11523.4896144867,-239.44172668457,0
"18",2017-11-07,6,121.89,11284.0478878021,11284.0478878021,0,0
"19",2017-11-07,7,121.89,11284.0478878021,11284.0478878021,0,0
"20",2017-11-07,8,121.89,11284.0478878021,11284.0478878021,0,0
"21",2017-11-07,9,121.89,11284.0478878021,11284.0478878021,0,0
"22",2017-11-07,10,121.89,11284.0478878021,11284.0478878021,0,0
"23",2017-11-07,11,121.89,11284.0478878021,11284.0478878021,0,0
"24",2017-11-07,12,121.89,11284.0478878021,11284.0478878021,0,0
"25",2017-11-07,13,121.89,11284.0478878021,11284.0478878021,0,0
"26",2017-11-07,14,121.89,11284.0478878021,11284.0478878021,0,0
"27",2017-11-07,15,121.89,11284.0478878021,11284.0478878021,0,0
"28",2017-11-07,16,121.89,11284.0478878021,11284.0478878021,0,0
"29",2017-11-07,17,121.89,11284.0478878021,11284.0478878021,0,0
"30",2017-11-07,18,121.89,11284.0478878021,11284.0478878021,0,0
"31",2017-11-07,19,121.89,11284.0478878021,11284.0478878021,0,0
"32",2017-11-07,20,121.89,11284.0478878021,11284.0478878021,0,0
"33",2017-11-07,21,121.89,11284.0478878021,11284.0478878021,0,0
"34",2017-11-07,22,121.89,11284.0478878021,11284.0478878021,0,0
"35",2017-11-07,23,121.89,11284.0478878021,11284.0478878021,0,0
"36",2017-11-08,0,121.89,11284.0478878021,11284.0478878021,0,0
"37",2017-11-08,1,121.89,11284.0478878021,11284.0478878021,0,0
"38",2017-11-08,2,121.89,11284.0478878021,11284.0478878021,0,0
"39",2017-11-08,3,121.89,11284.0478878021,11284.0478878021,0,0
"40",2017-11-08,4,121.88,11045.8146629333,11284.0478878021,-238.233224868774,0
"41",2017-11-08,5,121.89,11284.0478878021,11045.8146629333,238.233224868774,0.0661758957968818
"42",2017-11-08,6,121.89,11284.0478878021,11284.0478878021,0,0
"43",2017-11-08,7,121.89,11284.0478878021,11284.0478878021,0,0
"44",2017-11-08,8,121.88,11045.8146629333,11284.0478878021,-238.233224868774,0
"45",2017-11-08,9,121.89,11284.0478878021,11045.8146629333,238.233224868774,0.0661758957968818
"46",2017-11-08,10,121.88,11045.8146629333,11284.0478878021,-238.233224868774,0
"47",2017-11-08,11,121.88,11045.8146629333,11045.8146629333,0,0
"48",2017-11-08,12,121.88,11045.8146629333,11045.8146629333,0,0
"49",2017-11-08,13,121.89,11284.0478878021,11045.8146629333,238.233224868774,0.0661758957968818
"50",2017-11-08,14,121.88,11045.8146629333,11284.0478878021,-238.233224868774,0
"51",2017-11-08,15,121.88,11045.8146629333,11045.8146629333,0,0
"52",2017-11-08,16,121.88,11045.8146629333,11045.8146629333,0,0
"53",2017-11-08,17,121.89,11284.0478878021,11045.8146629333,238.233224868774,0.0661758957968818
"54",2017-11-08,18,121.88,11045.8146629333,11284.0478878021,-238.233224868774,0
"55",2017-11-08,19,121.89,11284.0478878021,11045.8146629333,238.233224868774,0.0661758957968818
"56",2017-11-08,20,121.89,11284.0478878021,11284.0478878021,0,0
"57",2017-11-08,21,121.89,11284.0478878021,11284.0478878021,0,0
"58",2017-11-08,22,121.89,11284.0478878021,11284.0478878021,0,0
"59",2017-11-08,23,121.89,11284.0478878021,11284.0478878021,0,0
"60",2017-11-09,0,121.89,11284.0478878021,11284.0478878021,0,0
"61",2017-11-09,1,121.89,11284.0478878021,11284.0478878021,0,0
"62",2017-11-09,2,121.89,11284.0478878021,11284.0478878021,0,0
"63",2017-11-09,3,121.88,11045.8146629333,11284.0478878021,-238.233224868774,0
"64",2017-11-09,4,121.88,11045.8146629333,11045.8146629333,0,0
"65",2017-11-09,5,121.89,11284.0478878021,11045.8146629333,238.233224868774,0.0661758957968818
"66",2017-11-09,6,121.89,11284.0478878021,11284.0478878021,0,0
"67",2017-11-09,7,121.89,11284.0478878021,11284.0478878021,0,0
"68",2017-11-09,8,121.88,11045.8146629333,11284.0478878021,-238.233224868774,0
